
================================================================
         Multi-QPU Mapping by Ajou University QCSS Lab          
================================================================
Gate(    0)	cx q[10], q[2]
Gate( 8086)	 t q[7]
Gate( 8087)	cx q[7], q[5]
Gate( 8088)	cx q[8], q[7]
Gate( 8089)	cx q[5], q[8]
Gate( 8090)	 h q[7]
Gate( 8091)	 h q[5]
Gate( 8092)	 t q[11]
Gate( 8093)	 t q[10]
Gate( 8094)	 t q[5]
Gate( 8095)	cx q[10], q[11]
Gate( 8096)	cx q[5], q[10]
Gate( 8097)	cx q[11], q[5]
Gate( 8098)	tdg q[10]
Gate( 8099)	cx q[11], q[10]
Gate( 8100)	tdg q[11]
Gate( 8101)	tdg q[10]
Gate( 8102)	 t q[5]
Gate( 8103)	cx q[5], q[10]
Gate( 8104)	cx q[11], q[5]
Gate( 8105)	cx q[10], q[11]
Gate( 8106)	 h q[5]
Gate( 8107)	 h q[7]
Gate( 8108)	 t q[8]
Gate( 8109)	 t q[5]
Gate( 8110)	 t q[7]
Gate( 8111)	cx q[5], q[8]
Gate( 8112)	cx q[7], q[5]
Gate( 8113)	cx q[8], q[7]
Gate( 8114)	tdg q[5]
Gate( 8115)	cx q[8], q[5]
Gate( 8116)	tdg q[8]
Gate( 8117)	tdg q[5]
Gate( 8118)	 t q[7]
Gate( 8119)	cx q[7], q[5]
Gate( 8120)	cx q[8], q[7]
Gate( 8121)	cx q[5], q[8]
Gate( 8122)	 h q[7]
Gate( 8123)	 h q[9]
Gate( 8124)	 t q[6]
Gate( 8125)	 t q[7]
Gate( 8126)	 t q[9]
Gate( 8127)	cx q[7], q[6]
Gate( 8128)	cx q[9], q[7]
Gate( 8129)	cx q[6], q[9]
Gate( 8130)	tdg q[7]
Gate( 8131)	cx q[6], q[7]
Gate( 8132)	tdg q[6]
Gate( 8133)	tdg q[7]
Gate( 8134)	 t q[9]
Gate( 8135)	cx q[9], q[7]
Gate( 8136)	cx q[6], q[9]
Gate( 8137)	cx q[7], q[6]
Gate( 8138)	 h q[9]
Gate( 8139)	 x q[4]
Gate( 8140)	 h q[3]
Gate( 8141)	 t q[4]
Gate( 8142)	 t q[11]
Gate( 8143)	 t q[3]
Gate( 8144)	cx q[11], q[4]
Gate( 8145)	cx q[3], q[11]
Gate( 8146)	cx q[4], q[3]
Gate( 8147)	tdg q[11]
Gate( 8148)	cx q[4], q[11]
Gate( 8149)	tdg q[4]
Gate( 8150)	tdg q[11]
Gate( 8151)	 t q[3]
Gate( 8152)	cx q[3], q[11]
Gate( 8153)	cx q[4], q[3]
Gate( 8154)	cx q[11], q[4]
Gate( 8155)	 h q[3]
Gate( 8156)	 h q[11]
Gate( 8157)	 t q[10]
Gate( 8158)	 t q[7]
Gate( 8159)	 t q[11]
Gate( 8160)	cx q[7], q[10]
Gate( 8161)	cx q[11], q[7]
Gate( 8162)	cx q[10], q[11]
Gate( 8163)	tdg q[7]
Gate( 8164)	cx q[10], q[7]
Gate( 8165)	tdg q[10]
Gate( 8166)	tdg q[7]
Gate( 8167)	 t q[11]
Gate( 8168)	cx q[11], q[7]
Gate( 8169)	cx q[10], q[11]
Gate( 8170)	cx q[7], q[10]
Gate( 8171)	 h q[11]
Gate( 8172)	 h q[3]
Gate( 8173)	 t q[4]
Gate( 8174)	 t q[11]
Gate( 8175)	 t q[3]
Gate( 8176)	cx q[11], q[4]
Gate( 8177)	cx q[3], q[11]
Gate( 8178)	cx q[4], q[3]
Gate( 8179)	tdg q[11]
Gate( 8180)	cx q[4], q[11]
Gate( 8181)	tdg q[4]
Gate( 8182)	tdg q[11]
Gate( 8183)	 t q[3]
Gate( 8184)	cx q[3], q[11]
Gate( 8185)	cx q[4], q[3]
Gate( 8186)	cx q[11], q[4]
Gate( 8187)	 h q[3]
Gate( 8188)	 h q[11]
Gate( 8189)	 t q[10]
Gate( 8190)	 t q[7]
Gate( 8191)	 t q[11]
Gate( 8192)	cx q[7], q[10]
Gate( 8193)	cx q[11], q[7]
Gate( 8194)	cx q[10], q[11]
Gate( 8195)	tdg q[7]
Gate( 8196)	cx q[10], q[7]
Gate( 8197)	tdg q[10]
Gate( 8198)	tdg q[7]
Gate( 8199)	 t q[11]
Gate( 8200)	cx q[11], q[7]
Gate( 8201)	cx q[10], q[11]
Gate( 8202)	cx q[7], q[10]
Gate( 8203)	 h q[11]
Gate( 8204)	 h q[1]
Gate( 8205)	 t q[8]
Gate( 8206)	 t q[9]
Gate( 8207)	 t q[1]
Gate( 8208)	cx q[9], q[8]
Gate( 8209)	cx q[1], q[9]
Gate( 8210)	cx q[8], q[1]
Gate( 8211)	tdg q[9]
Gate( 8212)	cx q[8], q[9]
Gate( 8213)	tdg q[8]
Gate( 8214)	tdg q[9]
Gate( 8215)	 t q[1]
Gate( 8216)	cx q[1], q[9]
Gate( 8217)	cx q[8], q[1]
Gate( 8218)	cx q[9], q[8]
Gate( 8219)	 h q[1]
Gate( 8220)	 h q[9]
Gate( 8221)	 t q[11]
Gate( 8222)	 t q[10]
Gate( 8223)	 t q[9]
Gate( 8224)	cx q[10], q[11]
Gate( 8225)	cx q[9], q[10]
Gate( 8226)	cx q[11], q[9]
Gate( 8227)	tdg q[10]
Gate( 8228)	cx q[11], q[10]
Gate( 8229)	tdg q[11]
Gate( 8230)	tdg q[10]
Gate( 8231)	 t q[9]
Gate( 8232)	cx q[9], q[10]
Gate( 8233)	cx q[11], q[9]
Gate( 8234)	cx q[10], q[11]
Gate( 8235)	 h q[9]
Gate( 8236)	 h q[1]
Gate( 8237)	 t q[8]
Gate( 8238)	 t q[9]
Gate( 8239)	 t q[1]
Gate( 8240)	cx q[9], q[8]
Gate( 8241)	cx q[1], q[9]
Gate( 8242)	cx q[8], q[1]
Gate( 8243)	tdg q[9]
Gate( 8244)	cx q[8], q[9]
Gate( 8245)	tdg q[8]
Gate( 8246)	tdg q[9]
Gate( 8247)	 t q[1]
Gate( 8248)	cx q[1], q[9]
Gate( 8249)	cx q[8], q[1]
Gate( 8250)	cx q[9], q[8]
Gate( 8251)	 h q[1]
Gate( 8252)	 h q[9]
Gate( 8253)	 t q[11]
Gate( 8254)	 t q[10]
Gate( 8255)	 t q[9]
Gate( 8256)	cx q[10], q[11]
Gate( 8257)	cx q[9], q[10]
Gate( 8258)	cx q[11], q[9]
Gate( 8259)	tdg q[10]
Gate( 8260)	cx q[11], q[10]
Gate( 8261)	tdg q[11]
Gate( 8262)	tdg q[10]
Gate( 8263)	 t q[9]
Gate( 8264)	cx q[9], q[10]
Gate( 8265)	cx q[11], q[9]
Gate( 8266)	cx q[10], q[11]
Gate( 8267)	 h q[9]
Gate( 8268)	 h q[0]
Gate( 8269)	 t q[1]
Gate( 8270)	 t q[11]
Gate( 8271)	 t q[0]
Gate( 8272)	cx q[11], q[1]
Gate( 8273)	cx q[0], q[11]
Gate( 8274)	cx q[1], q[0]
Gate( 8275)	tdg q[11]
Gate( 8276)	cx q[1], q[11]
Gate( 8277)	tdg q[1]
Gate( 8278)	tdg q[11]
Gate( 8279)	 t q[0]
Gate( 8280)	cx q[0], q[11]
Gate( 8281)	cx q[1], q[0]
Gate( 8282)	cx q[11], q[1]
Gate( 8283)	 h q[0]
Gate( 8284)	 h q[11]
Gate( 8285)	 t q[4]
Gate( 8286)	 t q[10]
Gate( 8287)	 t q[11]
Gate( 8288)	cx q[10], q[4]
Gate( 8289)	cx q[11], q[10]
Gate( 8290)	cx q[4], q[11]
Gate( 8291)	tdg q[10]
Gate( 8292)	cx q[4], q[10]
Gate( 8293)	tdg q[4]
Gate( 8294)	tdg q[10]
Gate( 8295)	 t q[11]
Gate( 8296)	cx q[11], q[10]
Gate( 8297)	cx q[4], q[11]
Gate( 8298)	cx q[10], q[4]
Gate( 8299)	 h q[11]
Gate( 8300)	 h q[10]
Gate( 8301)	 t q[5]
Gate( 8302)	 t q[9]
Gate( 8303)	 t q[10]
Gate( 8304)	cx q[9], q[5]
Gate( 8305)	cx q[10], q[9]
Gate( 8306)	cx q[5], q[10]
Gate( 8307)	tdg q[9]
Gate( 8308)	cx q[5], q[9]
Gate( 8309)	tdg q[5]
Gate( 8310)	tdg q[9]
Gate( 8311)	 t q[10]
Gate( 8312)	cx q[10], q[9]
Gate( 8313)	cx q[5], q[10]
Gate( 8314)	cx q[9], q[5]
Gate( 8315)	 h q[10]
Gate( 8316)	 h q[9]
Gate( 8317)	 t q[7]
Gate( 8318)	 t q[6]
Gate( 8319)	 t q[9]
Gate( 8320)	cx q[6], q[7]
Gate( 8321)	cx q[9], q[6]
Gate( 8322)	cx q[7], q[9]
Gate( 8323)	tdg q[6]
Gate( 8324)	cx q[7], q[6]
Gate( 8325)	tdg q[7]
Gate( 8326)	tdg q[6]
Gate( 8327)	 t q[9]
Gate( 8328)	cx q[9], q[6]
Gate( 8329)	cx q[7], q[9]
Gate( 8330)	cx q[6], q[7]
Gate( 8331)	 h q[9]
Gate( 8332)	 h q[10]
Gate( 8333)	 t q[5]
Gate( 8334)	 t q[9]
Gate( 8335)	 t q[10]
Gate( 8336)	cx q[9], q[5]
Gate( 8337)	cx q[10], q[9]
Gate( 8338)	cx q[5], q[10]
Gate( 8339)	tdg q[9]
Gate( 8340)	cx q[5], q[9]
Gate( 8341)	tdg q[5]
Gate( 8342)	tdg q[9]
Gate( 8343)	 t q[10]
Gate( 8344)	cx q[10], q[9]
Gate( 8345)	cx q[5], q[10]
Gate( 8346)	cx q[9], q[5]
Gate( 8347)	 h q[10]
Gate( 8348)	 h q[11]
Gate( 8349)	 t q[4]
Gate( 8350)	 t q[10]
Gate( 8351)	 t q[11]
Gate( 8352)	cx q[10], q[4]
Gate( 8353)	cx q[11], q[10]
Gate( 8354)	cx q[4], q[11]
Gate( 8355)	tdg q[10]
Gate( 8356)	cx q[4], q[10]
Gate( 8357)	tdg q[4]
Gate( 8358)	tdg q[10]
Gate( 8359)	 t q[11]
Gate( 8360)	cx q[11], q[10]
Gate( 8361)	cx q[4], q[11]
Gate( 8362)	cx q[10], q[4]
Gate( 8363)	 h q[11]
Gate( 8364)	 h q[0]
Gate( 8365)	 t q[1]
Gate( 8366)	 t q[11]
Gate( 8367)	 t q[0]
Gate( 8368)	cx q[11], q[1]
Gate( 8369)	cx q[0], q[11]
Gate( 8370)	cx q[1], q[0]
Gate( 8371)	tdg q[11]
Gate( 8372)	cx q[1], q[11]
Gate( 8373)	tdg q[1]
Gate( 8374)	tdg q[11]
Gate( 8375)	 t q[0]
Gate( 8376)	cx q[0], q[11]
Gate( 8377)	cx q[1], q[0]
Gate( 8378)	cx q[11], q[1]
Gate( 8379)	 h q[0]
Gate( 8380)	 h q[11]
Gate( 8381)	 t q[4]
Gate( 8382)	 t q[10]
Gate( 8383)	 t q[11]
Gate( 8384)	cx q[10], q[4]
Gate( 8385)	cx q[11], q[10]
Gate( 8386)	cx q[4], q[11]
Gate( 8387)	tdg q[10]
Gate( 8388)	cx q[4], q[10]
Gate( 8389)	tdg q[4]
Gate( 8390)	tdg q[10]
Gate( 8391)	 t q[11]
Gate( 8392)	cx q[11], q[10]
Gate( 8393)	cx q[4], q[11]
Gate( 8394)	cx q[10], q[4]
Gate( 8395)	 h q[11]
Gate( 8396)	 h q[10]
Gate( 8397)	 t q[5]
Gate( 8398)	 t q[9]
Gate( 8399)	 t q[10]
Gate( 8400)	cx q[9], q[5]
Gate( 8401)	cx q[10], q[9]
Gate( 8402)	cx q[5], q[10]
Gate( 8403)	tdg q[9]
Gate( 8404)	cx q[5], q[9]
Gate( 8405)	tdg q[5]
Gate( 8406)	tdg q[9]
Gate( 8407)	 t q[10]
Gate( 8408)	cx q[10], q[9]
Gate( 8409)	cx q[5], q[10]
Gate( 8410)	cx q[9], q[5]
Gate( 8411)	 h q[10]
Gate( 8412)	 h q[9]
Gate( 8413)	 t q[7]
Gate( 8414)	 t q[6]
Gate( 8415)	 t q[9]
Gate( 8416)	cx q[6], q[7]
Gate( 8417)	cx q[9], q[6]
Gate( 8418)	cx q[7], q[9]
Gate( 8419)	tdg q[6]
Gate( 8420)	cx q[7], q[6]
Gate( 8421)	tdg q[7]
Gate( 8422)	tdg q[6]
Gate( 8423)	 t q[9]
Gate( 8424)	cx q[9], q[6]
Gate( 8425)	cx q[7], q[9]
Gate( 8426)	cx q[6], q[7]
Gate( 8427)	 h q[9]
Gate( 8428)	 h q[10]
Gate( 8429)	 t q[5]
Gate( 8430)	 t q[9]
Gate( 8431)	 t q[10]
Gate( 8432)	cx q[9], q[5]
Gate( 8433)	cx q[10], q[9]
Gate( 8434)	cx q[5], q[10]
Gate( 8435)	tdg q[9]
Gate( 8436)	cx q[5], q[9]
Gate( 8437)	tdg q[5]
Gate( 8438)	tdg q[9]
Gate( 8439)	 t q[10]
Gate( 8440)	cx q[10], q[9]
Gate( 8441)	cx q[5], q[10]
Gate( 8442)	cx q[9], q[5]
Gate( 8443)	 h q[10]
Gate( 8444)	 h q[11]
Gate( 8445)	 t q[4]
Gate( 8446)	 t q[10]
Gate( 8447)	 t q[11]
Gate( 8448)	cx q[10], q[4]
Gate( 8449)	cx q[11], q[10]
Gate( 8450)	cx q[4], q[11]
Gate( 8451)	tdg q[10]
Gate( 8452)	cx q[4], q[10]
Gate( 8453)	tdg q[4]
Gate( 8454)	tdg q[10]
Gate( 8455)	 t q[11]
Gate( 8456)	cx q[11], q[10]
Gate( 8457)	cx q[4], q[11]
Gate( 8458)	cx q[10], q[4]
Gate( 8459)	 h q[11]
Gate( 8460)	 h q[1]
Gate( 8461)	 t q[8]
Gate( 8462)	 t q[9]
Gate( 8463)	 t q[1]
Gate( 8464)	cx q[9], q[8]
Gate( 8465)	cx q[1], q[9]
Gate( 8466)	cx q[8], q[1]
Gate( 8467)	tdg q[9]
Gate( 8468)	cx q[8], q[9]
Gate( 8469)	tdg q[8]
Gate( 8470)	tdg q[9]
Gate( 8471)	 t q[1]
Gate( 8472)	cx q[1], q[9]
Gate( 8473)	cx q[8], q[1]
Gate( 8474)	cx q[9], q[8]
Gate( 8475)	 h q[1]
Gate( 8476)	 h q[9]
Gate( 8477)	 t q[11]
Gate( 8478)	 t q[10]
Gate( 8479)	 t q[9]
Gate( 8480)	cx q[10], q[11]
Gate( 8481)	cx q[9], q[10]
Gate( 8482)	cx q[11], q[9]
Gate( 8483)	tdg q[10]
Gate( 8484)	cx q[11], q[10]
Gate( 8485)	tdg q[11]
Gate( 8486)	tdg q[10]
Gate( 8487)	 t q[9]
Gate( 8488)	cx q[9], q[10]
Gate( 8489)	cx q[11], q[9]
Gate( 8490)	cx q[10], q[11]
Gate( 8491)	 h q[9]
Gate( 8492)	 h q[1]
Gate( 8493)	 t q[8]
Gate( 8494)	 t q[9]
Gate( 8495)	 t q[1]
Gate( 8496)	cx q[9], q[8]
Gate( 8497)	cx q[1], q[9]
Gate( 8498)	cx q[8], q[1]
Gate( 8499)	tdg q[9]
Gate( 8500)	cx q[8], q[9]
Gate( 8501)	tdg q[8]
Gate( 8502)	tdg q[9]
Gate( 8503)	 t q[1]
Gate( 8504)	cx q[1], q[9]
Gate( 8505)	cx q[8], q[1]
Gate( 8506)	cx q[9], q[8]
Gate( 8507)	 h q[1]
Gate( 8508)	 h q[9]
Gate( 8509)	 t q[11]
Gate( 8510)	 t q[10]
Gate( 8511)	 t q[9]
Gate( 8512)	cx q[10], q[11]
Gate( 8513)	cx q[9], q[10]
Gate( 8514)	cx q[11], q[9]
Gate( 8515)	tdg q[10]
Gate( 8516)	cx q[11], q[10]
Gate( 8517)	tdg q[11]
Gate( 8518)	tdg q[10]
Gate( 8519)	 t q[9]
Gate( 8520)	cx q[9], q[10]
Gate( 8521)	cx q[11], q[9]
Gate( 8522)	cx q[10], q[11]
Gate( 8523)	 h q[9]
Gate( 8524)	 h q[0]
Gate( 8525)	 t q[1]
Gate( 8526)	 t q[11]
Gate( 8527)	 t q[0]
Gate( 8528)	cx q[11], q[1]
Gate( 8529)	cx q[0], q[11]
Gate( 8530)	cx q[1], q[0]
Gate( 8531)	tdg q[11]
Gate( 8532)	cx q[1], q[11]
Gate( 8533)	tdg q[1]
Gate( 8534)	tdg q[11]
Gate( 8535)	 t q[0]
Gate( 8536)	cx q[0], q[11]
Gate( 8537)	cx q[1], q[0]
Gate( 8538)	cx q[11], q[1]
Gate( 8539)	 h q[0]
Gate( 8540)	 h q[11]
Gate( 8541)	 t q[4]
Gate( 8542)	 t q[10]
Gate( 8543)	 t q[11]
Gate( 8544)	cx q[10], q[4]
Gate( 8545)	cx q[11], q[10]
Gate( 8546)	cx q[4], q[11]
Gate( 8547)	tdg q[10]
Gate( 8548)	cx q[4], q[10]
Gate( 8549)	tdg q[4]
Gate( 8550)	tdg q[10]
Gate( 8551)	 t q[11]
Gate( 8552)	cx q[11], q[10]
Gate( 8553)	cx q[4], q[11]
Gate( 8554)	cx q[10], q[4]
Gate( 8555)	 h q[11]
Gate( 8556)	 h q[10]
Gate( 8557)	 t q[5]
Gate( 8558)	 t q[9]
Gate( 8559)	 t q[10]
Gate( 8560)	cx q[9], q[5]
Gate( 8561)	cx q[10], q[9]
Gate( 8562)	cx q[5], q[10]
Gate( 8563)	tdg q[9]
Gate( 8564)	cx q[5], q[9]
Gate( 8565)	tdg q[5]
Gate( 8566)	tdg q[9]
Gate( 8567)	 t q[10]
Gate( 8568)	cx q[10], q[9]
Gate( 8569)	cx q[5], q[10]
Gate( 8570)	cx q[9], q[5]
Gate( 8571)	 h q[10]
Gate( 8572)	 h q[9]
Gate( 8573)	 t q[7]
Gate( 8574)	 t q[6]
Gate( 8575)	 t q[9]
Gate( 8576)	cx q[6], q[7]
Gate( 8577)	cx q[9], q[6]
Gate( 8578)	cx q[7], q[9]
Gate( 8579)	tdg q[6]
Gate( 8580)	cx q[7], q[6]
Gate( 8581)	tdg q[7]
Gate( 8582)	tdg q[6]
Gate( 8583)	 t q[9]
Gate( 8584)	cx q[9], q[6]
Gate( 8585)	cx q[7], q[9]
Gate( 8586)	cx q[6], q[7]
Gate( 8587)	 h q[9]
Gate( 8588)	 h q[10]
Gate( 8589)	 t q[5]
Gate( 8590)	 t q[9]
Gate( 8591)	 t q[10]
Gate( 8592)	cx q[9], q[5]
Gate( 8593)	cx q[10], q[9]
Gate( 8594)	cx q[5], q[10]
Gate( 8595)	tdg q[9]
Gate( 8596)	cx q[5], q[9]
Gate( 8597)	tdg q[5]
Gate( 8598)	tdg q[9]
Gate( 8599)	 t q[10]
Gate( 8600)	cx q[10], q[9]
Gate( 8601)	cx q[5], q[10]
Gate( 8602)	cx q[9], q[5]
Gate( 8603)	 h q[10]
Gate( 8604)	 h q[11]
Gate( 8605)	 t q[4]
Gate( 8606)	 t q[10]
Gate( 8607)	 t q[11]
Gate( 8608)	cx q[10], q[4]
Gate( 8609)	cx q[11], q[10]
Gate( 8610)	cx q[4], q[11]
Gate( 8611)	tdg q[10]
Gate( 8612)	cx q[4], q[10]
Gate( 8613)	tdg q[4]
Gate( 8614)	tdg q[10]
Gate( 8615)	 t q[11]
Gate( 8616)	cx q[11], q[10]
Gate( 8617)	cx q[4], q[11]
Gate( 8618)	cx q[10], q[4]
Gate( 8619)	 h q[11]
Gate( 8620)	 h q[0]
Gate( 8621)	 t q[1]
Gate( 8622)	 t q[11]
Gate( 8623)	 t q[0]
Gate( 8624)	cx q[11], q[1]
Gate( 8625)	cx q[0], q[11]
Gate( 8626)	cx q[1], q[0]
Gate( 8627)	tdg q[11]
Gate( 8628)	cx q[1], q[11]
Gate( 8629)	tdg q[1]
Gate( 8630)	tdg q[11]
Gate( 8631)	 t q[0]
Gate( 8632)	cx q[0], q[11]
Gate( 8633)	cx q[1], q[0]
Gate( 8634)	cx q[11], q[1]
Gate( 8635)	 h q[0]
Gate( 8636)	 h q[11]
Gate( 8637)	 t q[4]
Gate( 8638)	 t q[10]
Gate( 8639)	 t q[11]
Gate( 8640)	cx q[10], q[4]
Gate( 8641)	cx q[11], q[10]
Gate( 8642)	cx q[4], q[11]
Gate( 8643)	tdg q[10]
Gate( 8644)	cx q[4], q[10]
Gate( 8645)	tdg q[4]
Gate( 8646)	tdg q[10]
Gate( 8647)	 t q[11]
Gate( 8648)	cx q[11], q[10]
Gate( 8649)	cx q[4], q[11]
Gate( 8650)	cx q[10], q[4]
Gate( 8651)	 h q[11]
Gate( 8652)	 h q[10]
Gate( 8653)	 t q[5]
Gate( 8654)	 t q[9]
Gate( 8655)	 t q[10]
Gate( 8656)	cx q[9], q[5]
Gate( 8657)	cx q[10], q[9]
Gate( 8658)	cx q[5], q[10]
Gate( 8659)	tdg q[9]
Gate( 8660)	cx q[5], q[9]
Gate( 8661)	tdg q[5]
Gate( 8662)	tdg q[9]
Gate( 8663)	 t q[10]
Gate( 8664)	cx q[10], q[9]
Gate( 8665)	cx q[5], q[10]
Gate( 8666)	cx q[9], q[5]
Gate( 8667)	 h q[10]
Gate( 8668)	 h q[9]
Gate( 8669)	 t q[7]
Gate( 8670)	 t q[6]
Gate( 8671)	 t q[9]
Gate( 8672)	cx q[6], q[7]
Gate( 8673)	cx q[9], q[6]
Gate( 8674)	cx q[7], q[9]
Gate( 8675)	tdg q[6]
Gate( 8676)	cx q[7], q[6]
Gate( 8677)	tdg q[7]
Gate( 8678)	tdg q[6]
Gate( 8679)	 t q[9]
Gate( 8680)	cx q[9], q[6]
Gate( 8681)	cx q[7], q[9]
Gate( 8682)	cx q[6], q[7]
Gate( 8683)	 h q[9]
Gate( 8684)	 h q[10]
Gate( 8685)	 t q[5]
Gate( 8686)	 t q[9]
Gate( 8687)	 t q[10]
Gate( 8688)	cx q[9], q[5]
Gate( 8689)	cx q[10], q[9]
Gate( 8690)	cx q[5], q[10]
Gate( 8691)	tdg q[9]
Gate( 8692)	cx q[5], q[9]
Gate( 8693)	tdg q[5]
Gate( 8694)	tdg q[9]
Gate( 8695)	 t q[10]
Gate( 8696)	cx q[10], q[9]
Gate( 8697)	cx q[5], q[10]
Gate( 8698)	cx q[9], q[5]
Gate( 8699)	 h q[10]
Gate( 8700)	 h q[11]
Gate( 8701)	 t q[4]
Gate( 8702)	 t q[10]
Gate( 8703)	 t q[11]
Gate( 8704)	cx q[10], q[4]
Gate( 8705)	cx q[11], q[10]
Gate( 8706)	cx q[4], q[11]
Gate( 8707)	tdg q[10]
Gate( 8708)	cx q[4], q[10]
Gate( 8709)	tdg q[4]
Gate( 8710)	tdg q[10]
Gate( 8711)	 t q[11]
Gate( 8712)	cx q[11], q[10]
Gate( 8713)	cx q[4], q[11]
Gate( 8714)	cx q[10], q[4]
Gate( 8715)	 h q[11]
Gate( 8716)	 h q[3]
Gate( 8717)	 t q[6]
Gate( 8718)	 t q[11]
Gate( 8719)	 t q[3]
Gate( 8720)	cx q[11], q[6]
Gate( 8721)	cx q[3], q[11]
Gate( 8722)	cx q[6], q[3]
Gate( 8723)	tdg q[11]
Gate( 8724)	cx q[6], q[11]
Gate( 8725)	tdg q[6]
Gate( 8726)	tdg q[11]
Gate( 8727)	 t q[3]
Gate( 8728)	cx q[3], q[11]
Gate( 8729)	cx q[6], q[3]
Gate( 8730)	cx q[11], q[6]
Gate( 8731)	 h q[3]
Gate( 8732)	 h q[11]
Gate( 8733)	 t q[10]
Gate( 8734)	 t q[9]
Gate( 8735)	 t q[11]
Gate( 8736)	cx q[9], q[10]
Gate( 8737)	cx q[11], q[9]
Gate( 8738)	cx q[10], q[11]
Gate( 8739)	tdg q[9]
Gate( 8740)	cx q[10], q[9]
Gate( 8741)	tdg q[10]
Gate( 8742)	tdg q[9]
Gate( 8743)	 t q[11]
Gate( 8744)	cx q[11], q[9]
Gate( 8745)	cx q[10], q[11]
Gate( 8746)	cx q[9], q[10]
Gate( 8747)	 h q[11]
Gate( 8748)	 h q[3]
Gate( 8749)	 t q[6]
Gate( 8750)	 t q[11]
Gate( 8751)	 t q[3]
Gate( 8752)	cx q[11], q[6]
Gate( 8753)	cx q[3], q[11]
Gate( 8754)	cx q[6], q[3]
Gate( 8755)	tdg q[11]
Gate( 8756)	cx q[6], q[11]
Gate( 8757)	tdg q[6]
Gate( 8758)	tdg q[11]
Gate( 8759)	 t q[3]
Gate( 8760)	cx q[3], q[11]
Gate( 8761)	cx q[6], q[3]
Gate( 8762)	cx q[11], q[6]
Gate( 8763)	 h q[3]
Gate( 8764)	 h q[11]
Gate( 8765)	 t q[10]
Gate( 8766)	 t q[9]
Gate( 8767)	 t q[11]
Gate( 8768)	cx q[9], q[10]
Gate( 8769)	cx q[11], q[9]
Gate( 8770)	cx q[10], q[11]
Gate( 8771)	tdg q[9]
Gate( 8772)	cx q[10], q[9]
Gate( 8773)	tdg q[10]
Gate( 8774)	tdg q[9]
Gate( 8775)	 t q[11]
Gate( 8776)	cx q[11], q[9]
Gate( 8777)	cx q[10], q[11]
Gate( 8778)	cx q[9], q[10]
Gate( 8779)	 h q[11]
Gate( 8780)	 h q[0]
Gate( 8781)	 t q[5]
Gate( 8782)	 t q[11]
Gate( 8783)	 t q[0]
Gate( 8784)	cx q[11], q[5]
Gate( 8785)	cx q[0], q[11]
Gate( 8786)	cx q[5], q[0]
Gate( 8787)	tdg q[11]
Gate( 8788)	cx q[5], q[11]
Gate( 8789)	tdg q[5]
Gate( 8790)	tdg q[11]
Gate( 8791)	 t q[0]
Gate( 8792)	cx q[0], q[11]
Gate( 8793)	cx q[5], q[0]
Gate( 8794)	cx q[11], q[5]
Gate( 8795)	 h q[0]
Gate( 8796)	 h q[11]
Gate( 8797)	 t q[7]
Gate( 8798)	 t q[6]
Gate( 8799)	 t q[11]
Gate( 8800)	cx q[6], q[7]
Gate( 8801)	cx q[11], q[6]
Gate( 8802)	cx q[7], q[11]
Gate( 8803)	tdg q[6]
Gate( 8804)	cx q[7], q[6]
Gate( 8805)	tdg q[7]
Gate( 8806)	tdg q[6]
Gate( 8807)	 t q[11]
Gate( 8808)	cx q[11], q[6]
Gate( 8809)	cx q[7], q[11]
Gate( 8810)	cx q[6], q[7]
Gate( 8811)	 h q[11]
Gate( 8812)	 h q[6]
Gate( 8813)	 t q[8]
Gate( 8814)	 t q[4]
Gate( 8815)	 t q[6]
Gate( 8816)	cx q[4], q[8]
Gate( 8817)	cx q[6], q[4]
Gate( 8818)	cx q[8], q[6]
Gate( 8819)	tdg q[4]
Gate( 8820)	cx q[8], q[4]
Gate( 8821)	tdg q[8]
Gate( 8822)	tdg q[4]
Gate( 8823)	 t q[6]
Gate( 8824)	cx q[6], q[4]
Gate( 8825)	cx q[8], q[6]
Gate( 8826)	cx q[4], q[8]
Gate( 8827)	 h q[6]
Gate( 8828)	 h q[4]
Gate( 8829)	 t q[10]
Gate( 8830)	 t q[9]
Gate( 8831)	 t q[4]
Gate( 8832)	cx q[9], q[10]
Gate( 8833)	cx q[4], q[9]
Gate( 8834)	cx q[10], q[4]
Gate( 8835)	tdg q[9]
Gate( 8836)	cx q[10], q[9]
Gate( 8837)	tdg q[10]
Gate( 8838)	tdg q[9]
Gate( 8839)	 t q[4]
Gate( 8840)	cx q[4], q[9]
Gate( 8841)	cx q[10], q[4]
Gate( 8842)	cx q[9], q[10]
Gate( 8843)	 h q[4]
Gate( 8844)	 h q[6]
Gate( 8845)	 t q[8]
Gate( 8846)	 t q[4]
Gate( 8847)	 t q[6]
Gate( 8848)	cx q[4], q[8]
Gate( 8849)	cx q[6], q[4]
Gate( 8850)	cx q[8], q[6]
Gate( 8851)	tdg q[4]
Gate( 8852)	cx q[8], q[4]
Gate( 8853)	tdg q[8]
Gate( 8854)	tdg q[4]
Gate( 8855)	 t q[6]
Gate( 8856)	cx q[6], q[4]
Gate( 8857)	cx q[8], q[6]
Gate( 8858)	cx q[4], q[8]
Gate( 8859)	 h q[6]
Gate( 8860)	 h q[11]
Gate( 8861)	 t q[7]
Gate( 8862)	 t q[6]
